timestamp,open,high,low,close,volume,SMA_10,SMA_50,EMA_10,EMA_50,Bollinger_High,Bollinger_Low,RSI,MACD,MACD_Signal,ATR,close_lag_1,close_lag_2,close_lag_3,hour,day_of_week,week_of_year,close_normalized
2024-11-18 17:00:00,3168.0,3189.0,3152.29,3174.92,30610.735,3112.847,3115.219,3125.32141849225,3116.7096849672766,3172.794225378396,3047.596774621604,61.67521827701888,7.817514974065489,-0.2688526004023033,37.66979395907276,3168.01,3143.41,3087.12,17,0,47,-1.1319249350966314
2024-11-18 18:00:00,3174.93,3199.0,3156.0,3164.18,38526.64,3117.114,3115.599,3132.3866151300226,3118.5712659489523,3178.674438931087,3051.326561068913,59.230308465026766,10.597739989121237,1.9044659175024048,38.05052296199614,3174.92,3168.01,3143.41,18,0,47,-1.1722231422832718
2024-11-18 19:00:00,3164.18,3168.36,3090.3,3127.17,47373.1548,3119.106,3114.7942,3131.4381396518365,3118.908471205856,3178.8256169785777,3056.2923830214227,51.63423155339344,9.702842322978086,3.4641411985975408,40.908342750424985,3164.18,3174.92,3168.01,19,0,47,-1.311090614161998
2024-11-18 20:00:00,3127.17,3189.13,3122.22,3155.21,44377.6127,3123.082,3114.2832,3135.7602960787754,3120.332060570332,3183.0920629946045,3057.7479370053957,56.215725570464976,11.12794708798856,4.996902376475745,42.76560398253751,3127.17,3164.18,3174.92,20,0,47,-1.205880024821833
2024-11-18 21:00:00,3155.2,3171.8,3144.0,3147.59,15237.6918,3132.213,3113.8548000000005,3137.91115133718,3121.400999371496,3185.7578575048215,3058.3361424951786,54.699329400389544,11.509804700598124,6.299482841300222,41.696632269499126,3155.21,3127.17,3164.18,21,0,47,-1.2344714902559288
2024-11-18 22:00:00,3147.59,3163.8,3146.1,3149.11,12686.2038,3138.432,3113.8345999999997,3139.9473056395104,3122.4876268471235,3188.5072192554885,3059.4577807445116,54.96031915725464,11.799068588533373,7.399399990746852,39.982587107392064,3147.59,3155.21,3127.17,22,0,47,-1.2287682058123823
2024-11-18 23:00:00,3149.12,3224.94,3140.1,3207.8,48579.9361,3152.452,3114.9066000000003,3152.284159159599,3125.833210108021,3202.5833944436886,3054.9656055563123,63.66494096320318,16.57306088149062,9.234132168895606,43.186688028292636,3149.11,3147.59,3155.21,23,0,47,-1.0085538873967512
2024-11-19 00:00:00,3207.81,3221.2,3154.45,3156.01,41260.4978,3159.341,3115.3669999999997,3152.9615847669443,3127.016613633197,3205.0765913794376,3058.0084086205625,53.78638540325556,15.993105431454296,10.585926821407345,44.86978174055745,3207.8,3149.11,3147.59,0,1,47,-1.202878296167334
2024-11-19 01:00:00,3156.01,3164.01,3141.7,3143.4,24226.0946,3159.34,3115.5776,3151.223114809318,3127.659099373072,3206.240139544919,3059.3428604550813,51.68357781640676,14.350540843176077,11.338849625761092,43.25836875908909,3156.01,3207.8,3149.11,1,1,47,-1.250193044083864
2024-11-19 02:00:00,3143.4,3160.34,3143.22,3157.14,9053.2413,3158.253,3115.7378,3152.2989121167143,3128.8152131231477,3207.3274037447304,3059.335596255269,53.80290576276147,13.996160714545567,11.870311843517989,41.39134241915418,3143.4,3156.01,3207.8,2,1,47,-1.1986383544428567
2024-11-19 03:00:00,3157.14,3159.33,3145.09,3148.5,10072.5785,3155.611,3117.0078,3151.608200822766,3129.5871655496912,3208.503094245568,3059.9549057544327,52.2508460789183,12.869781289384264,12.070205732691244,39.45196081778601,3157.14,3143.4,3156.01,3,1,47,-1.2310570239114376
2024-11-19 04:00:00,3148.5,3159.93,3120.5,3130.25,19840.5135,3152.218,3118.3056,3147.7248915822624,3129.613159057547,3208.7381884110323,3060.593811588968,49.03328022971658,10.38478565668629,11.733121717490254,39.45039218794414,3148.5,3157.14,3143.4,4,1,47,-1.29953395884218
2024-11-19 05:00:00,3130.24,3141.0,3114.99,3134.86,19072.4565,3152.987,3119.3892000000005,3145.3858203854875,3129.8189175258785,3209.04476087654,3063.04823912346,49.87298895505528,8.68725590848544,11.123948555689292,38.49036417451958,3130.25,3148.5,3157.14,5,1,47,-1.282236497470633
2024-11-19 06:00:00,3134.85,3134.85,3116.14,3130.45,10911.5101,3150.511,3119.4642,3142.6702166790346,3129.843665858197,3209.239008867373,3064.353991132627,49.04061169181845,6.906487519912844,10.280456348534004,37.078195304911056,3134.86,3130.25,3148.5,6,1,47,-1.298783526678556
2024-11-19 07:00:00,3130.45,3131.14,3107.37,3118.08,17246.1036,3147.5600000000004,3119.7568000000006,3138.1992681919373,3129.382345628464,3202.999135905968,3076.773864094031,46.68683613169049,4.445811574222262,9.113527393671655,36.127609925988835,3130.45,3134.86,3130.25,7,1,47,-1.3451977559987354
2024-11-19 08:00:00,3118.09,3127.63,3104.25,3119.64,25308.866,3144.6130000000003,3119.4642,3134.824855793403,3129.0002928587205,3200.627431731619,3082.4175682683813,47.032108195267995,2.591711484872576,7.809164211911839,35.21706635984678,3118.08,3130.45,3134.86,8,1,47,-1.3393443851224638
2024-11-19 09:00:00,3119.64,3127.33,3091.13,3110.63,17017.5412,3134.896,3118.941,3130.425791103693,3128.2798892172023,3194.397162913991,3092.950837086009,45.21091847645766,0.3907873523635317,6.325488840002178,35.287275905572,3119.64,3118.08,3130.45,9,1,47,-1.3731513540937499
2024-11-19 10:00:00,3110.63,3122.98,3101.76,3120.32,10120.5213,3131.327,3118.4408000000003,3128.5883745393853,3127.967736698881,3190.403143945711,3100.264856054289,47.56263656816051,-0.5650453708544774,4.947381997830847,34.28247048374542,3110.63,3119.64,3118.08,10,1,47,-1.3367929157661393
2024-11-19 11:00:00,3120.33,3130.0,3111.66,3126.51,11498.8348,3129.638,3118.1644,3128.2104882594967,3127.910570553827,3190.298386330743,3098.679613669258,49.06662753782818,-0.81368872527446,3.795167853209786,33.14372259204933,3120.32,3110.63,3119.64,11,1,47,-1.3135670403019586
2024-11-19 12:00:00,3126.51,3150.0,3126.51,3132.21,18211.5471,3127.1449999999995,3118.0486000000005,3128.937672212315,3128.0791756301473,3187.478356359815,3097.9196436401853,50.475253008794006,-0.5445211114979429,2.927230060268241,32.454170978331504,3126.51,3120.32,3110.63,12,1,47,-1.292179723638659
2024-11-19 13:00:00,3132.21,3135.28,3079.0,3082.19,34355.4823,3120.514,3117.5820000000003,3120.4380954464395,3126.2796001152396,3187.497623899909,3088.627376100091,40.01638901721887,-4.31762886581555,1.4782582750514828,34.1560159084507,3132.21,3126.51,3120.32,13,1,47,-1.4798628077611644
2024-11-19 14:00:00,3082.19,3119.5,3076.0,3096.78,37055.9616,3117.167,3117.0856,3116.136623547087,3125.1227530518972,3185.7104191559147,3083.6745808440855,43.68202495581045,-6.060689028134675,-0.029531185585748965,34.82344334356136,3082.19,3132.21,3126.51,14,1,47,-1.4251187814247512
2024-11-19 15:00:00,3096.77,3108.39,3087.25,3104.36,20583.3108,3114.1169999999997,3117.1059999999998,3113.9954192657983,3124.308527442019,3186.1858258537177,3080.9181741462835,45.543946945527054,-6.752594408548703,-1.3741438301783397,33.84605453330697,3096.78,3082.19,3132.21,15,1,47,-1.3966774024233803
2024-11-19 16:00:00,3104.35,3116.5,3099.49,3110.16,15221.9486,3112.088,3117.5438,3113.2980703083804,3123.753683228607,3183.8889280155195,3078.7100719844807,46.988158489949136,-6.7550548130489005,-2.4503260267524523,32.64347920949935,3104.36,3096.78,3082.19,16,1,47,-1.3749148696782687
2024-11-19 17:00:00,3110.17,3129.65,3105.93,3117.45,16115.0543,3112.025,3118.1686000000004,3114.0529666159473,3123.50647996474,3182.1551717710195,3077.4298282289806,48.825224720415115,-6.09846333722362,-3.179953488846686,32.006087837392265,3110.16,3104.36,3096.78,17,1,47,-1.3475616173141531
2024-11-19 18:00:00,3117.44,3143.0,3113.91,3140.69,33821.2631,3114.13,3119.1192000000005,3118.8960635948656,3124.180343495534,3181.239200652714,3077.5037993472865,54.266264236192804,-3.6606385246855098,-3.276090496014451,31.797795849007112,3117.45,3110.16,3104.36,18,1,47,-1.260361399900977
